,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
10776,42.0,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,311.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30839,42.0,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,272.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
31533,35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,82.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2260,30.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,907.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34859,32.0,management,single,professional.course,no,no,no,cellular,may,fri,194.0,3.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
19159,52.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,425.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
5314,44.0,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,189.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14588,50.0,technician,single,university.degree,no,yes,no,cellular,jul,tue,89.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
37051,41.0,admin.,married,university.degree,no,yes,no,cellular,jul,wed,181.0,1.0,999.0,1.0,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no
6236,44.0,blue-collar,married,professional.course,no,no,no,telephone,may,tue,64.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39696,48.0,self-employed,divorced,university.degree,no,no,no,cellular,may,wed,661.0,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.69,5008.7,yes
38863,35.0,management,married,university.degree,no,no,no,telephone,nov,mon,986.0,1.0,7.0,3.0,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
18899,33.0,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,413.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
4527,26.0,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,144.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
24778,50.0,technician,married,professional.course,no,yes,no,cellular,nov,tue,1978.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
24654,50.0,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,mon,35.0,3.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
29052,19.0,student,single,university.degree,no,yes,no,telephone,apr,fri,1161.0,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29930,39.0,admin.,married,university.degree,no,no,no,cellular,apr,mon,355.0,3.0,999.0,2.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
23028,49.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,62.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3820,31.0,technician,single,professional.course,no,yes,yes,telephone,may,fri,131.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
9845,28.0,admin.,married,university.degree,no,no,no,telephone,jun,wed,354.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
28174,46.0,blue-collar,married,basic.9y,no,yes,no,telephone,apr,mon,125.0,3.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.466,5099.1,no
5403,54.0,services,single,high.school,no,no,no,telephone,may,fri,85.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
7733,47.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,96.0,8.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30269,37.0,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,270.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.365,5099.1,no
41032,36.0,unemployed,married,high.school,no,yes,no,cellular,oct,mon,304.0,1.0,3.0,1.0,success,-1.1,94.601,-49.5,1.032,4963.6,yes
1207,35.0,admin.,married,basic.9y,no,yes,no,telephone,may,thu,235.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
16751,27.0,services,single,high.school,no,yes,no,cellular,jul,thu,46.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
30961,37.0,admin.,single,university.degree,no,yes,no,cellular,may,tue,414.0,5.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
4006,32.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,36.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
20951,47.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,93.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
18771,32.0,technician,married,university.degree,no,yes,yes,telephone,jul,thu,50.0,6.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
8912,34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,761.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
9136,39.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,50.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
16757,47.0,technician,divorced,high.school,no,no,no,cellular,jul,thu,42.0,24.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
29970,64.0,retired,married,university.degree,no,yes,no,cellular,apr,tue,146.0,4.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
34878,32.0,admin.,single,high.school,no,no,no,cellular,may,fri,1181.0,9.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
34191,32.0,blue-collar,single,high.school,no,no,yes,cellular,may,wed,204.0,3.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
9672,41.0,management,married,high.school,no,yes,no,telephone,jun,mon,440.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
20557,30.0,technician,single,professional.course,no,no,no,cellular,aug,tue,216.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
18781,28.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,6.0,8.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
1524,29.0,admin.,single,university.degree,no,no,no,telephone,may,thu,141.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35446,42.0,management,divorced,university.degree,no,no,no,cellular,may,mon,359.0,5.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
30445,35.0,admin.,single,high.school,no,yes,yes,cellular,may,mon,130.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
7776,58.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,90.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
628,58.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,328.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40016,27.0,admin.,single,high.school,no,no,no,cellular,jul,thu,113.0,2.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.782,4991.6,no
2725,33.0,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,110.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
13690,49.0,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
9131,42.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,60.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27947,34.0,technician,single,university.degree,no,yes,no,cellular,mar,mon,253.0,2.0,999.0,1.0,failure,-1.8,92.84299999999999,-50.0,1.52,5099.1,no
4054,49.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,364.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
21416,37.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,118.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39625,82.0,retired,married,high.school,no,yes,no,cellular,may,mon,135.0,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,no
38030,58.0,housemaid,divorced,basic.4y,no,yes,yes,cellular,sep,wed,511.0,1.0,999.0,0.0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,no
33830,30.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,155.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
33962,29.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,54.0,1.0,6.0,1.0,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
14640,41.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,tue,194.0,5.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
8045,33.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,685.0,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
17778,41.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,60.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
28701,32.0,admin.,single,university.degree,no,yes,no,cellular,apr,thu,495.0,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
1220,42.0,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,204.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
35702,42.0,services,single,high.school,no,yes,no,cellular,may,mon,36.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
38619,37.0,admin.,married,high.school,no,yes,yes,cellular,nov,mon,272.0,1.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,no
1228,35.0,services,married,high.school,no,no,no,telephone,may,thu,194.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39249,33.0,admin.,married,university.degree,no,yes,no,cellular,mar,thu,117.0,1.0,3.0,1.0,success,-1.8,93.369,-34.8,0.65,5008.7,no
5549,56.0,technician,married,professional.course,no,no,yes,telephone,may,mon,24.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40791,26.0,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,318.0,1.0,6.0,4.0,success,-1.1,94.199,-37.5,0.878,4963.6,no
32279,35.0,services,married,high.school,no,no,no,cellular,may,fri,125.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
28578,42.0,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,1217.0,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
225,58.0,retired,married,university.degree,no,no,no,telephone,may,mon,132.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13863,60.0,retired,divorced,high.school,no,yes,no,cellular,jul,fri,55.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
36883,25.0,student,single,university.degree,no,yes,yes,cellular,jun,thu,393.0,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,yes
36129,31.0,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,116.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
22313,47.0,blue-collar,married,basic.4y,no,no,yes,cellular,aug,thu,274.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28083,32.0,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,482.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes
28108,44.0,management,divorced,university.degree,no,no,no,cellular,apr,fri,1091.0,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.479,5099.1,no
38813,65.0,retired,married,university.degree,no,no,no,cellular,nov,fri,226.0,1.0,3.0,3.0,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
17537,44.0,services,divorced,high.school,no,yes,no,cellular,jul,mon,158.0,5.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
39707,46.0,admin.,married,university.degree,no,no,no,telephone,may,thu,351.0,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,yes
12555,33.0,management,married,university.degree,no,yes,no,cellular,jul,mon,199.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40998,34.0,technician,married,university.degree,no,yes,no,telephone,oct,wed,5.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.016,4963.6,no
186,51.0,technician,married,basic.6y,no,no,no,telephone,may,mon,250.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23013,40.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,435.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3448,49.0,admin.,divorced,high.school,no,no,no,telephone,may,thu,136.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
13754,28.0,services,single,basic.6y,no,yes,no,cellular,jul,thu,229.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
21426,42.0,management,married,high.school,no,yes,no,cellular,aug,tue,173.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31245,27.0,admin.,married,high.school,no,yes,no,cellular,may,wed,175.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
32074,38.0,admin.,single,university.degree,no,yes,no,cellular,may,fri,191.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
18533,39.0,services,married,high.school,no,yes,no,cellular,jul,thu,216.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
7462,33.0,admin.,married,university.degree,no,no,no,telephone,may,fri,724.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
11596,35.0,admin.,married,high.school,no,yes,yes,telephone,jun,fri,14.0,9.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
38589,39.0,technician,single,university.degree,no,no,yes,cellular,oct,fri,125.0,1.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
10934,51.0,management,married,university.degree,no,yes,yes,telephone,jun,wed,567.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
32535,36.0,services,married,high.school,no,yes,yes,cellular,may,fri,108.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
1119,35.0,admin.,married,university.degree,no,no,no,telephone,may,wed,41.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
13953,48.0,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,154.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
41099,59.0,admin.,divorced,high.school,no,no,no,cellular,nov,thu,357.0,3.0,3.0,2.0,success,-1.1,94.76700000000001,-50.8,1.05,4963.6,yes
2059,54.0,management,divorced,university.degree,no,no,no,telephone,may,mon,288.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28540,70.0,retired,married,basic.4y,no,no,no,cellular,apr,wed,167.0,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.415,5099.1,yes
15063,43.0,technician,single,university.degree,no,yes,no,cellular,jul,thu,272.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
2187,25.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,41.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39568,37.0,admin.,married,university.degree,no,no,no,cellular,may,tue,106.0,1.0,999.0,2.0,failure,-1.8,93.876,-40.0,0.6679999999999999,5008.7,no
13758,41.0,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,72.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
171,36.0,services,married,high.school,no,no,no,telephone,may,mon,427.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40752,33.0,technician,single,university.degree,no,yes,no,cellular,sep,thu,463.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
25689,39.0,admin.,married,high.school,no,no,no,cellular,nov,wed,138.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
6543,44.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,166.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29399,34.0,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,152.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25099,51.0,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,103.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
10812,38.0,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,151.0,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
37388,42.0,management,divorced,university.degree,no,yes,no,cellular,aug,wed,137.0,2.0,4.0,1.0,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,yes
34273,35.0,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,263.0,1.0,999.0,1.0,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
12737,25.0,services,married,high.school,no,yes,no,cellular,jul,tue,140.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38997,47.0,admin.,married,university.degree,no,yes,yes,cellular,dec,mon,67.0,5.0,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.7170000000000001,5023.5,no
36755,57.0,management,married,university.degree,no,yes,no,cellular,jun,tue,337.0,3.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,no
7835,42.0,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
11661,58.0,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,15.0,12.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39426,35.0,admin.,married,university.degree,no,yes,no,cellular,apr,mon,337.0,1.0,999.0,2.0,failure,-1.8,93.749,-34.6,0.642,5008.7,no
32769,34.0,technician,married,basic.9y,no,no,no,cellular,may,mon,103.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1819,44.0,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,665.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
18958,32.0,technician,married,university.degree,no,yes,no,cellular,aug,mon,130.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
24852,33.0,management,married,university.degree,no,yes,no,cellular,nov,tue,47.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
18955,30.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,190.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
15830,36.0,blue-collar,single,basic.6y,no,yes,no,telephone,jul,mon,1877.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
39942,30.0,technician,married,university.degree,no,no,yes,cellular,jun,fri,131.0,1.0,999.0,1.0,failure,-1.7,94.055,-39.8,0.748,4991.6,no
5625,37.0,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,296.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41141,37.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,315.0,1.0,999.0,0.0,nonexistent,-1.1,94.76700000000001,-50.8,1.04,4963.6,yes
21034,31.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,168.0,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
18876,35.0,technician,divorced,university.degree,no,yes,yes,cellular,aug,mon,142.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
10522,55.0,technician,married,university.degree,no,no,no,telephone,jun,tue,126.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
3156,35.0,technician,married,professional.course,no,no,no,telephone,may,thu,504.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
12138,49.0,blue-collar,married,basic.9y,no,yes,no,telephone,jul,tue,158.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
18212,36.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,153.0,3.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
3468,34.0,admin.,single,high.school,no,no,no,telephone,may,thu,523.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
16121,27.0,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,65.0,1.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
14101,30.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,243.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
13091,52.0,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,210.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
19095,32.0,technician,single,university.degree,no,no,no,cellular,aug,tue,68.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
15978,25.0,services,single,high.school,no,no,no,cellular,jul,mon,322.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39100,63.0,retired,married,professional.course,no,no,no,cellular,dec,mon,83.0,4.0,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,no
12042,39.0,services,married,basic.9y,no,no,no,telephone,jun,fri,97.0,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
22618,48.0,technician,married,university.degree,no,no,no,cellular,aug,fri,607.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
21636,31.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,824.0,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10358,32.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,39.0,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
40672,45.0,unemployed,married,professional.course,no,no,no,telephone,sep,thu,1405.0,1.0,6.0,2.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
6582,53.0,technician,divorced,university.degree,no,yes,no,telephone,may,wed,352.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5901,46.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon,241.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28531,67.0,retired,married,professional.course,no,no,no,telephone,apr,wed,47.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
31775,45.0,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,355.0,1.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
28584,44.0,technician,single,professional.course,no,yes,no,cellular,apr,wed,412.0,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
21660,38.0,unemployed,single,university.degree,no,yes,yes,cellular,aug,tue,153.0,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2619,58.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,318.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40483,51.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,1226.0,3.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
19715,34.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,259.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27502,38.0,technician,single,professional.course,no,no,no,cellular,nov,fri,519.0,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
7999,33.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,71.0,4.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
38883,50.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,202.0,1.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
7233,46.0,admin.,married,university.degree,no,yes,no,telephone,may,thu,352.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19713,38.0,housemaid,married,basic.6y,no,yes,no,cellular,aug,thu,256.0,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
20110,50.0,admin.,married,basic.4y,no,yes,no,cellular,aug,mon,179.0,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35682,43.0,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,465.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
5903,35.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,118.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33058,32.0,admin.,married,professional.course,no,no,no,cellular,may,mon,168.0,2.0,999.0,0.0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
14071,36.0,blue-collar,single,high.school,no,no,no,cellular,jul,fri,172.0,2.0,999.0,0.0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1914,50.0,services,married,professional.course,no,yes,no,telephone,may,fri,211.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39820,35.0,technician,single,professional.course,no,yes,no,cellular,jun,tue,187.0,1.0,6.0,2.0,success,-1.7,94.055,-39.8,0.713,4991.6,yes
